State,Project ID,Project title,Subgrantee,Community,Rich/white,FEMA $,FEMA share,Elevated homes,Multi-purpose,Multi-community,Multi-elevation
New Jersey,SRL-PJ-02-NJ-2012-001,SRL Elevation of Center Street,Borough of Sea Bright,Sea Bright,x,"$231,335",90%,1,,,
New York,DR-1095-1234-R,Village of Middleburgh Home Elevation,Middleburgh (Corporate Name for Middleburg),Middleburgh,x,"$38,044",75%,5,,,
New York,DR-1095-1235-R,Town of Middleburgh Home Elevation,Middleburgh (Town of),Middleburgh,x,"$30,000",75%,2,,,
New York,DR-1148-3000-R,TOWN OF ESPERANCE HOME ELEVATION,Esperance (Town of),Esperance,x,"$53,692",75%,9,,,
New York,DR-1222-5040-R,ELEVATION OF RESIDENCE AT ROUTE 256,CONESUS (TOWN OF),Conesus,,"$32,760",75%,1,,,
New York,DR-1244-5046-R,ELEVATION PROJECT,Watertown,Watertown,,"$66,975",75%,0,,,
New York,DR-1296-0006-R,Elevation of houses in the Special Flood Hazard Area,East Rockaway,East Rockaway,,"$3,993",75%,0,,,
New York,DR-1296-0007-R,Elevation of Residental Structures,Oyster Bay (Town of),Oyster Bay Town,x,"$84,531",75%,1,,,
New York,DR-1296-0010-R,Elevation of Residential Structures above BFE,Freeport,Freeport,,"$120,413",75%,2,,,
New York,DR-1296-0011-R,Hazard Mitigation Grant Program Elevation of Residential Houses,Amityville,Amityville,,"$148,931",75%,2,,,
New York,DR-1296-0036-R,Elevate and relocate residential structures situated within the Town's jurisdic,Southampton (Town of),Southampton Town,,"$59,631",75%,1,,,
New York,DR-1335-0016-R,Town of Clay - Elevations,Clay (Town of),Clay,,"$55,110",75%,3,,,
New York,DR-1467-0011-R,Elevation of Residential Structures (Inc. Village of Lindenhurst),Lindenhurst,Lindenhurst,,"$62,250",75%,1,,,
New York,DR-1564-0006-R,Babbit Court Flood Mitigation Project (Town of Greenburgh),Greenburgh (Town of),Greenburgh,x,"$4,500",75%,1,,,
New York,DR-1589-0005-R,Town of Esperance Home Elevation 2005,Esperance (Town of),Esperance,x,"$49,500",75%,1,,,
New York,DR-4020-0051-R,(Village of Fonda) Structural Elevation on Park Street,Fonda,Fonda,x,"$45,000",75%,0,,,
New York,DR-4020-0052-R,(Village of Babylon) Hazard Mitigation Grant program- residential elevation,Babylon,Babylon Village,x,"$212,935",75%,3,,,
New York,DR-4020-0058-R,Town of Oyster Bay: Home Elevations (6),Oyster Bay,Oyster Bay Town,x,"$831,861",75%,5,,,
New York,DR-4020-0061-R,( Village of Owego) Hazard Mitigation Project for Elevations,Owego,Owego Village,x,"$2,482,985",75%,5,,,
New York,DR-4031-0004-R,Village of Greene - Buyout,Greene,Greene Village,x,"$180,420",75%,2,,,
New York,DR-4031-0005-R,Delaware County : Elevations,Delaware (County),,,"$1,098,615",78%,0,,,
New York,DR-4031-0017-R,VILLAGE OF LINDENHURST - STRUCTURAL ELEVATION,Lindenhurst,Lindenhurst,,"$91,861",75%,1,,,
New York,DR-4031-0019-R,Town of Babylon - Structural Elevation,Altamont,Babylon Town,x,"$1,043,580",75%,5,,,
New York,DR-4031-0022-R,Town of Owego - Structural Elevation,Owego (Town of),Owego Town,x,"$114,594",100%,1,,,
New York,DR-4031-0024-R,Village of Mamaroneck - Structural Elevation,Mamaroneck,Mamaroneck Village,,"$377,987",75%,0,,,
New York,DR-4348-0001-R,Village of Babylon - Residential Elevation,Babylon,Babylon Village,x,"$137,870",75%,0,,,
New York,DR-4348-0002-R,Village of Lindenhurst - Elevation of Residential Homes,Lindenhurst,Lindenhurst,,"$302,531",75%,0,,,
New York,DR-4397-0003-R,,Oneonta (Town of),Oneonta Town,,"$79,690",75%,0,,,
New York,FMA-PJ-02NY-1997001,Elevation of Residential Structures within the Village of Freeport,"Freeport, Village Of",Freeport,,"$1,072,103",91%,17,,,
New York,FMA-PJ-02NY-1998001,Elevation of Residential Structures within the Village of Freeport,"Freeport, Village Of",Freeport,,"$555,880",75%,8,,,
New York,FMA-PJ-02NY-1998002,Elevation of houses in Massapequa flood plan (Town of Oyster Bay),"Oyster Bay, Town Of",Oyster Bay Town,x,"$210,092",75%,2,,,
New York,FMA-PJ-02NY-1998003,Elevate residential structures situated within the Village's jurisdication (Village of Ocean Beach),"Ocean Beach, Village Of",Ocean Beach,x,"$126,150",75%,0,,,
New York,FMA-PJ-02NY-1998004,Elevate and relocate residential structures situated with the Town's jurisdiction (Town of Southampton),"Southampton, Town Of",Southampton Town,,"$50,370",75%,2,,,
New York,FMA-PJ-02NY-1999004,Elevation of Residential Structures (Village of Lindenhurst),"Lindenhurst, Village Of",Lindenhurst,,"$347,857",75%,7,x,,
New York,FMA-PJ-02NY-1999005,Elevate and relocate residential structures situated with the Town's jurisdiction (Town of Southampton),"Southampton, Town Of",Southampton Town,,"$39,630",75%,4,,,
New York,FMA-PJ-02NY-1999006,Elevation of Residential Structures within the Village of Freeport,"Freeport, Village Of",Freeport,,"$162,270",75%,4,,,
New York,FMA-PJ-02NY-2000001,Property Protection Project (Town of Hanover),"Hanover, Town Of",Hanover,x,"$147,912",75%,3,,,
New York,FMA-PJ-02NY-2000003,Elevation of houses in Massapequa flood plains (Town of Oyster Bay),"Oyster Bay, Town Of",Oyster Bay Town,x,"$143,250",75%,0,,,
New York,FMA-PJ-02NY-2000004,Elevate and relocate residental structures situated with the Town's jursidication (Town of Southampton),"Southampton, Village Of",Southampton Village,x,"$68,000",75%,0,,,
New York,FMA-PJ-02NY-2000005,Elevation of Residential Structures (Village of Lindenhurst),"Lindenhurst, Village Of",Lindenhurst,,"$161,073",75%,7,,,
New York,FMA-PJ-02NY-2001001,Elevate residential structures situated within the Village's jurisdiction (Village of Ocean Beach),"Ocean Beach, Village Of",Ocean Beach,x,"$642,547",75%,4,,,
New York,FMA-PJ-02NY-2001002,"Elevation of a residential structure, (Village of Saltaire)","Saltaire,village Of",Saltaire,x,"$45,000",75%,0,,,
New York,FMA-PJ-02NY-2002001,Town of Greenburgh Residential Structure Elevation Project,"Greenburg,town Of",Greenburgh,x,"$859,500",75%,0,,,
New York,FMA-PJ-02NY-2002002,Inc. Village of Bayville - Building Elevation Project,"Bayville, Village Of",Bayville,x,"$150,000",75%,0,,,
New York,FMA-PJ-02NY-2003001,Village of Freeport,,Freeport,,"$324,450",75%,0,,,
New York,FMA-PJ-02-NY-2005-001,Village of Lindenhurst Elevation of Residential Structures,Village of Lindenhurst,Lindenhurst,,"$241,500",75%,4,,,
New York,FMA-PJ-02-NY-2005-002,Town of Oyster Bay Elevation Project,Town of Oyster Bay,Oyster Bay Town,x,"$114,000",75%,1,,,
New York,FMA-PJ-02-NY-2006-001,House Elevation Project,Town of Oyster Bay,Oyster Bay Town,x,"$11,853",75%,2,,,
New York,FMA-PJ-02-NY-2006-003,Town of Rockland Flood Mitigation Assistance,Town of Rockland,Rockland,,"$11,276",75%,15,,,x
New York,SRL-PJ-02-NY-2009-002,SRL- Elevation of Residential Structures,Inc. Village of Freeport,Freeport,,"$123,930",90%,2,,,
Ohio,DR-1097-0004-R,VILLAGE OF RUTLAND ACQUISITION / ELEVATION / RETROFIT*,Rutland,Rutland,x,"$58,166",29%,8,x,,
Ohio,DR-1122-0006-R,VILLAGE OF NEVILLE ACQUISITION / ELEVATION (PHASE 2) - MSP*,Neville,Neville,x,"$11,188",15%,2,x,,
Ohio,DR-1164-0003-R,VILLAGE OF RUTLAND ACQUISITION / ELEVATION*,Rutland,Rutland,x,"$61,256",39%,8,x,,
Ohio,DR-1164-0010-R,SALISBURY TOWNSHIP ELEVATION / RETROFIT / ACQUISITION*,Salisbury Township,Salisbury Township,x,"$237,109",42%,21,x,,
Ohio,DR-1164-0012-R,CLERMONT COUNTY RETROFIT / ELEVATION / ACQUISITION / PHYSICAL RELOCATION*,Clermont County,Moscow,x,"$406,667",46%,9,x,x,
Ohio,DR-1164-0012-R,CLERMONT COUNTY RETROFIT / ELEVATION / ACQUISITION / PHYSICAL RELOCATION*,Clermont County,New Richmond,x,"$45,185",46%,1,x,x,
Ohio,DR-1164-0012-R,CLERMONT COUNTY RETROFIT / ELEVATION / ACQUISITION / PHYSICAL RELOCATION*,Clermont County,Palestine,x,"$45,185",46%,1,x,x,
Ohio,DR-1164-0015-R,Village of Neville Acquisition / Elevation (Phase 2),Neville,Neville,x,"$31,861",45%,2,x,,
Ohio,DR-1164-0021-R,LAWRENCE COUNTY ACQUISITION / ELEVATION / RETROFIT - MSP*,Lawrence County,Proctorville,x,"$114,110",43%,20,x,,
Ohio,DR-1164-0024-R,LAWRENCE COUNTY ELEVATION / RETROFIT - MSP*,Lawrence County,,,"$130,050",43%,0,,,
Ohio,DR-1164-0025-R,HOCKING COUNTY ACQUISITION / ELEVATION - MSP*,Hocking County,Logan,x,"$89,335",75%,1,x,,
Ohio,DR-1227-0009-R,MSP - LORE CITY ACQUISITION/RETROFIT/ELEVATION,Lore,Lore,x,"$74,444",43%,6,x,,
Ohio,DR-1227-0011-R,MSP - JEFFERSON COUNTY (WELLS TOWNSHIP/BRILLIANT) ACQUISITION,Jefferson County,Brilliant,x,"$155,697",62%,5,x,,
Ohio,DR-1227-0012-R,NOBLE COUNTY ACQUISITION/ELEVATION/FLOODPROOFING,Noble County,Caldwell,x,"$103,309",60%,3,x,,
Ohio,DR-1227-0021-R,MSP - OTTAWA COUNTY RESIDENTIAL ELEVATION,OTTAWA COUNTY EMERGENCY MANAGEMENT,Oak Harbor,x,"$53,813",38%,2,,x,
Ohio,DR-1227-0021-R,MSP - OTTAWA COUNTY RESIDENTIAL ELEVATION,OTTAWA COUNTY EMERGENCY MANAGEMENT,Port Clinton,,"$107,625",38%,4,,x,
Ohio,DR-1321-0002-R,Village of Vinton acquisition project,Vinton,Vinton,x,"$78,276",45%,5,x,,
Ohio,DR-1339-0006-R,Ottawa County Elevation Project,Ottawa County,Oak Harbor,x,"$11,799",75%,1,,x,
Ohio,DR-1339-0006-R,Ottawa County Elevation Project,Ottawa County,Port Clinton,,"$58,994",75%,5,,x,
Ohio,DR-1339-0007-R,"Rutland Township, Meigs County Ohio",Rutland,Rutland,x,"$155,521",75%,4,x,,
Ohio,DR-1453-0015-R,Lawrence County Acquisition/Elevation Project,Lawrence County,Proctorville,x,"$42,040",74%,1,x,x,
Ohio,DR-1453-0015-R,Lawrence County Acquisition/Elevation Project,Lawrence County,South Point,x,"$420,400",74%,10,x,x,
Ohio,DR-1453-0016-R,Ottawa County (Port Clinton (7)/ Oak Harbor (2)) Elevation,Ottawa County,Oak Harbor,x,"$39,258",64%,2,,x,
Ohio,DR-1453-0016-R,Ottawa County (Port Clinton (7)/ Oak Harbor (2)) Elevation,Ottawa County,Port Clinton,,"$137,403",64%,7,,x,
Ohio,DR-1651-0003-R,Valley View Elevation Acquisition,Valley View,Valley View,x,"$956,578",70%,10,x,,
Ohio,DR-4098-0012-R,Village of Valley View Acquisition/Elevation Project,Valley View,Valley View,x,"$92,204",69%,1,x,,
Ohio,DR-4360-0006-R,Village of Valley View Elevation of One,Valley View,Valley View,x,"$130,500",75%,0,,,
Ohio,DR-4424-0007-R,Village of Valley View Elevation Project,Valley View,Valley View,x,"$130,500",75%,0,,,
Ohio,DR-4424-0017-R,Ottawa County Elevation Project,Ottawa County,Middle Bass Island,x,"$77,114",75%,1,,x,
Ohio,DR-4424-0017-R,Ottawa County Elevation Project,Ottawa County,Port Clinton,,"$771,136",75%,10,,x,
Ohio,FMA-PJ-05-OH-2014-002,Village of Valley View Flood Mitigation Project 1,Valley View,Valley View,x,"$57,384",98%,1,x,,
Ohio,FMA-PJ-05-OH-2015-009,Village of La Rue Mitigation - Elevation of 1 structure,Marion County,La Rue,x,"$118,800",90%,0,,,
Ohio,FMA-PJ-05-OH-2017-012,Village of Valley View 2017 FMA Project,Valley View,Valley View,x,"$970,984",75%,8,x,,
Ohio,PDMC-PJ-05-OH-2010-002,Village of Valley View Pre-Disaster Mitigation Project,Valley View,Valley View,x,"$540,225",75%,0,,,
Ohio,PDMC-PJ-05-OH-2016-014,Village of Valley View 2016 PDM Project,Valley View,Valley View,x,"$520,357",75%,6,x,,
Ohio,PDMC-PJ-05-OH-2017-007,City of Euclid Erosion Mitigation Project,Euclid,Euclid,,"$107,000",75%,1,x,,
Ohio,PDMC-PJ-05-OH-2018-004,Village of Valley View 2018 PDM Project,Valley View,Valley View,x,"$1,085,711",75%,9,x,,
Oregon,DR-0853-0004-R,ELEVATE RESIDENCE,CITY OF TILLAMOOK,Tillamook,,"$8,000",50%,1,,,
Oregon,DR-0853-0006-R,WAHANNA ROAD ELEVATION,SEASIDE,Seaside,,"$55,000",13%,1,,,
Oregon,DR-1099-0007-R,Vernonia Flood Mitigation Acquisition/Elevation,CITY OF VERNONIA,Vernonia,x,"$523,325",75%,20,x,,
Oregon,DR-1099-0008-R,RIVER ROAD BRIDGE,CITY OF KEIZER,Keizer,,"$369,934",75%,2,,,
Oregon,DR-1099-0010-R,MAPLETON RESIDENTIAL ELEVATION,LANE COUNTY,Mapleton,,"$754,349",75%,23,,,
Oregon,DR-1099-0011-R,NEHALEM COMMERCIAL AND RESIDENTIAL ELEVATION,CITY OF NEHALEM,Nehalem,x,"$548,687",75%,7,,,
Oregon,DR-1099-0024-R,TILLAMOOK COUNTY ELEVATION,TILLAMOOK COUNTY,Nehalem,x,"$435,677",75%,14,x,x,
Oregon,DR-1099-0024-R,TILLAMOOK COUNTY ELEVATION,TILLAMOOK COUNTY,Pacific City,,"$31,120",75%,1,x,x,
Oregon,DR-1099-0024-R,TILLAMOOK COUNTY ELEVATION,TILLAMOOK COUNTY,Rockaway Beach,x,"$31,120",75%,1,x,x,
Oregon,DR-1099-0024-R,TILLAMOOK COUNTY ELEVATION,TILLAMOOK COUNTY,Tillamook,,"$715,754",75%,23,x,x,
Oregon,DR-1099-0036-R,UMATILLA ACQUISITION AND ELEVATION,UMATILLA COUNTY,Umatilla,,"$42,082",75%,2,,,
Oregon,DR-1099-0043-R,LINCOLN COUNTY ELEVATION AND LOCAL SILETZ FLOOD MITIGATION PLAN,NORTH MARION SCHOOL DISTRICT #15,Lincoln,,"$12,602",75%,1,,x,
Oregon,DR-1099-0043-R,LINCOLN COUNTY ELEVATION AND LOCAL SILETZ FLOOD MITIGATION PLAN,NORTH MARION SCHOOL DISTRICT #15,New Port,,"$37,807",75%,3,,x,
Oregon,DR-1107-0003-F,TILLAMOOK ELEVATIONS,TILLAMOOK COUNTY,Tillamook,,"$40,832",75%,3,,,
Oregon,DR-1149-0008-R,MYRTLE CREEK ACQUISITIONS,CITY OF MYRTLE CREEK,Myrtle Creek,,"$21,964",75%,1,x,,
Oregon,DR-1160-0016-R,IMNAHA ACQUISITIONS AND ELEVATIONS,WALLOWA COUNTY,Imnaha,,"$48,280",75%,3,x,,
Oregon,DR-1160-0017-R,EAGLE POINT ACQUISITIONS / PLAN,CITY OF EAGLE POINT,Eagle Point,x,"$77,015",75%,2,x,,
Oregon,DR-1632-0001-R,Jackson Co. - Flood Mitigation Project (Fielder Ln. / Dead Indian Memorial),Jackson (County),Ashland,,"$143,656",75%,1,x,,
Oregon,DR-1632-0002-R,City of Coos Bay - Flood Mitigation - Residential Elevation and Acquisition,Coos Bay,Coos Bay,,"$269,296",75%,3,x,,
Oregon,DR-1733-0002-R,Columbia County & Vernonia: Closeout Deobligation Amendment,Columbia (County),Birkenfield,,"$96,241",75%,1,x,x,
Oregon,DR-1733-0002-R,Columbia County & Vernonia: Closeout Deobligation Amendment,Columbia (County),Mist,,"$192,482",75%,2,x,x,
Oregon,DR-1733-0002-R,Columbia County & Vernonia: Closeout Deobligation Amendment,Columbia (County),Vernonia,x,"$2,983,469",75%,31,x,x,
Oregon,DR-1824-0003-R,Clackamas Co - Phase 4 - South Creek Rd Flood Hazard Mitigation Project,Clackamas (County),Oregon City,,"$158,930",75%,4,x,,
Oregon,DR-4055-0003-R,Polk County Flood Mitigation Project (Elevation),Polk (County),Monmouth,,"$108,049",69%,1,,,
Oregon,DR-4055-0005-R,"City of Scio, Linn County Flood Mitigation Project",Scio,Scio,x,"$74,332",75%,2,x,,
Oregon,DR-4055-0006-R,Lane County Home Elevation Project,Lane (County),Mapleton,,"$77,903",75%,1,,,
Oregon,DR-4055-0015-R,Lincoln County Flood Mitigation Project: Elevation Project,Lincoln (County),Lincoln,,"$36,046",55%,1,,,
Oregon,DR-4328-0004-R,Rockaway Beach Elevation,Rockaway Beach,Rockaway Beach,x,"$85,519",75%,1,,,
Oregon,FMA-PJ-10OR-1997001,Tillamook County Elevations (EMS-97-CA-0098),Tillamook County *,Nehalem,x,"$89,009",75%,5,,x,
Oregon,FMA-PJ-10OR-1997001,Tillamook County Elevations (EMS-97-CA-0098),Tillamook County *,Tillamook,,"$35,603",75%,2,,x,
Oregon,FMA-PJ-10OR-1998001,Tillamook County Elevations Phase II (EMS-98-CA-0060),"Tillamook, City Of",Nehalem,x,"$67,850",75%,3,,x,
Oregon,FMA-PJ-10OR-1998001,Tillamook County Elevations Phase II (EMS-98-CA-0060),"Tillamook, City Of",Pacific City,,"$22,617",75%,1,,x,
Oregon,FMA-PJ-10OR-1998001,Tillamook County Elevations Phase II (EMS-98-CA-0060),"Tillamook, City Of",Tillamook,,"$45,233",75%,2,,x,
Oregon,FMA-PJ-10OR-1999001,Tillamook County Elevations (EMS-1999-CA-3013),Tillamook County *,Nehalem,x,"$26,627",75%,1,,x,
Oregon,FMA-PJ-10OR-1999001,Tillamook County Elevations (EMS-1999-CA-3013),Tillamook County *,Tillamook,,"$79,881",75%,3,,x,
Oregon,FMA-PJ-10OR-1999002,Lincoln County Elevations (EMS-2000-GR-3043),,Lincoln,,"$97,820",75%,10,,,
Oregon,FMA-PJ-10OR-2000001,Lincoln County Phase II (EMS-2000-GR-3045),,Lincoln,,"$154,200",75%,11,,,
Oregon,FMA-PJ-10OR-2000002,Tillamook County Elevations (EMS-2000-GR-3045),Tillamook County *,Cloverdale,x,"$24,390",75%,1,,x,
Oregon,FMA-PJ-10OR-2000002,Tillamook County Elevations (EMS-2000-GR-3045),Tillamook County *,Pacific City,,"$73,170",75%,3,,x,
Oregon,FMA-PJ-10OR-2001001,Lincoln County Elevations (EMS-2001-GR-3076),,Lincoln,,"$143,370",75%,9,,,
Oregon,FMA-PJ-10-OR-2004-001,Clackamas 04 Elevation Projects,Clackamas County,Milwaukie,,"$41,463",75%,1,,x,
Oregon,FMA-PJ-10-OR-2004-001,Clackamas 04 Elevation Projects,Clackamas County,Mulino,x,"$41,463",75%,1,,x,
Oregon,FMA-PJ-10-OR-2005-001,City of Drain - FMA FY05 Flood Mitigation Project,City of Drain,Drain,x,"$54,447",75%,16,,,
Oregon,FMA-PJ-10-OR-2007-001,FMA_ Mc Aninch,Clackamas County,Rhododendron,x,"$96,504",75%,1,,,
Oregon,FMA-PJ-10-OR-2008-002,Washington County Flood Mitigation Project 2007/08,Washington County,Forest Grove,,"$57,639",49%,2,,,
Oregon,FMA-PJ-10-OR-2008-003,Columbia County 2007 Flood Mitigation Project,Columbia County,Vernonia,x,"$155,267",51%,5,,,
Oregon,FMA-PJ-10-OR-2009-002,City of Vernonia elevations,Columbia County,Vernonia,x,"$440,066",75%,9,,,
Oregon,FMA-PJ-10-OR-2017-001,City of Rockaway Beach Repetitive Loss Elevation,City of Rockaway Beach,Rockaway Beach,x,"$148,730",90%,1,,,
Oregon,SRL-PJ-10-OR-2012-001,Lincoln City SRL 2012,City of Lincoln City,Lincoln,,"$135,333",90%,1,,,
Pennsylvania,DR-1093-0004-R,FRANKSTOWN TWP. FLOOD HAZARD MITIGATION PROJECT,FRANKSTOWN (TOWNSHIP OF),Hollidaysburg,x,"$246,130",75%,17,x,x,
Pennsylvania,DR-1093-0004-R,FRANKSTOWN TWP. FLOOD HAZARD MITIGATION PROJECT,FRANKSTOWN (TOWNSHIP OF),Williamsburg,x,"$28,957",75%,2,x,x,
Pennsylvania,DR-1138-0002-R,SMITHFIELD TOWNSHIP ELEVATION PROJECT,SMITHFIELD TOWNSHIP,Smithfield,,"$11,132",75%,1,,,
Pennsylvania,DR-1294-0007-R,Bucks County Acquisition and Elevation,Bucks County,Langhorne,,"$296,000",75%,4,x,,
Pennsylvania,DR-1294-0008-R,Bucks County Acquisition and Elevation,Bucks County,Bristol,,"$112,906",75%,1,x,x,
Pennsylvania,DR-1294-0008-R,Bucks County Acquisition and Elevation,Bucks County,Hulmeville,x,"$225,811",75%,2,,x,
Pennsylvania,DR-4030-0098-R,Lewisburg Front St Elevation Project,Lewisburg,Lewisburg,,"$174,900",75%,1,,,
Pennsylvania,DR-4030-0101-R,Selinsgrove Borough Elevation,Selinsgrove,Selinsgrove,,"$157,979",75%,2,,,
Pennsylvania,FMA-PJ-03PA-1997001,Abington Township Acquisition/Elevation Project,"Abington, Township Of",Abington,,"$250,650",75%,0,,,
Pennsylvania,FMA-PJ-03-PA-2008-001,Home Elevation Project,Upper Providence Township,Upper Providence,x,"$30,000",75%,1,,,
Pennsylvania,FMA-PJ-03-PA-2014-001,West Norriton Township Elevation Project,West Norriton Township,West Norriton,,"$367,500",100%,2,,,
Pennsylvania,FMA-PJ-03-PA-2014-002,Yardley Borough FMA-2014 Elevation Project,Yardley Borough,Yardley,x,"$444,454",100%,8,,,
Pennsylvania,FMA-PJ-03-PA-2014-006,Lower Makefield 2014-FMA Elevation Project,Lower Makefield Township,Lower Makefield,x,"$521,100",100%,3,,,
Pennsylvania,FMA-PJ-03-PA-2014-007,West Whiteland Township Chester County PA Elevation Project,West Whiteland Township,West Whiteland,x,"$175,000",100%,1,,,
Pennsylvania,FMA-PJ-03-PA-2014-009,Plumstead Township FMA Application,State of PA,Plumstead,x,"$174,775",100%,1,,,
Pennsylvania,FMA-PJ-03-PA-2015-004,Yardley Borough FMA 2015 Yardley Acquisition and Elevation Project,Yardley Borough,Yardley,x,"$379,130",100%,2,x,,
Pennsylvania,FMA-PJ-03-PA-2019-004,,Town of Bloomsburg,Bloomsburg,,"$334,450",100%,2,,,
Pennsylvania,FMA-PJ-03-PA-2019-005,FMA 2019 Middle Paxton Township Dauphin County Elevation Project,Middle Paxton Twp,Middle Paxton,x,"$175,500",100%,1,,,
Pennsylvania,FMA-PJ-03-PA-2019-007,,Yardley Borough,Yardley,x,"$451,729",100%,1,,,
Pennsylvania,FMA-PJ-03-PA-2019-008,,Yardley Borough,Yardley,x,"$1,758,461",98%,6,,,x
Pennsylvania,FMA-PJ-03-PA-2019-010,"N. Delaware Avenue, Yardley Borough Mitigation Reconstruction Project",Yardley Borough,Yardley,x,"$150,000",86%,1,,,
Pennsylvania,FMA-PJ-03-PA-2019-012,,"Tinicum Township, Bucks County",Tinicum,,"$571,230",90%,4,,,
Pennsylvania,SRL-PJ-03-PA-2008-002,Northampton County SRL Property Elevation Project,Northampton County Emergency Management Services,Easton,,"$78,480",90%,1,,,
Pennsylvania,SRL-PJ-03-PA-2008-003,Plumstead Township SRL Application,Plumstead Township,Plumstead,x,"$167,454",90%,1,,,
Pennsylvania,SRL-PJ-03-PA-2008-004,Yardley Borough Elevation Project,Borough of Yardley,Yardley,x,"$900,901",91%,6,,,
Pennsylvania,SRL-PJ-03-PA-2008-005,Westfall Township Pike County SRL,County of Pike,Westfall,,"$219,713",90%,1,,,
Pennsylvania,SRL-PJ-03-PA-2009-002,West Norriton Township Hazard Mitigation Project,West Norriton Township,West Norriton,,"$1,510,666",90%,6,x,,
Pennsylvania,SRL-PJ-03-PA-2009-003,Yardley Elevation Project,Borough of Yardley,Yardley,x,"$400,680",90%,2,,,x
Pennsylvania,SRL-PJ-03-PA-2009-004,Bridgeton Township Elevation Project,Bridgeton Township,Bridgeton,,"$153,090",90%,1,,,
Pennsylvania,SRL-PJ-03-PA-2009-005,Lower Makefield Elevation Project,Lower Makefield Township,Lower Makefield,x,"$200,340",90%,1,,,
Pennsylvania,SRL-PJ-03-PA-2009-006,Solebury Township mitigation project,Solebury Township,Solebury,x,"$424,777",90%,1,,,
Pennsylvania,SRL-PJ-03-PA-2010-001,Lower Makefield Township SRL Elevation Project,Lower Makefield Township,Lower Makefield,x,"$199,535",90%,1,,,
Washington,DR-1079-0001-R,SNOQUALMIE RESIDENTIAL ACQUISITION PROJECT,CITY OF SNOQUALMIE,Snoqualmie,x,"$74,148",75%,1,x,,
Washington,DR-1079-0010-R,SNOQUALMIE RESIDENTIAL ELEVATION PROJECT,CITY OF SNOQUALMIE,Snoqualmie,x,"$503,582",75%,15,,,
Washington,DR-1079-0018-R,SWAMP CREEK ACQUISITIONS,King County,Bothell,,"$175,636",75%,1,x,,
Washington,DR-1100-0002-R,COWLITZ CO. COOK FERRY ROAD,COWLITZ COUNTY,Castle Rock,,"$105,408",70%,2,x,,
Washington,DR-1100-0003-R,COWLITZ CO. PROJECT,COWLITZ COUNTY,Kelso,,"$53,683",75%,1,x,,
Washington,DR-1100-0005-R,SNOQUALMIE RESIDENTIAL ELEVATION/BUYOUT,CITY OF SNOQUALMIE,Snoqualmie,x,"$833,765",75%,18,x,,
Washington,DR-1100-0009-R,CENTRALIA HOME ELEVATION,CENTRALIA,Centralia,,"$1,215,581",75%,52,,,
Washington,DR-1100-0013-R,NISQUALLY RIVER ACQUISITION,PIERCE COUNTY,McKenna,x,"$43,228",75%,1,x,,
Washington,DR-1100-0014-R,SKAGIT COUNTY PROPERTY ACQUISITION,SKAGIT COUNTY,Sedro-Woolley,,"$47,017",75%,1,x,,
Washington,DR-1100-0016-R,WAITSBURG ACQUISTION AND ELEVATIONS,CITY OF WAITSBURG,Waitsburg,x,"$93,948",75%,2,x,,
Washington,DR-1152-0003-R,"KLICKITAT COUNTY ELEVATION, RELOCATION, ACQUISITION",KLICKITAT COUNTY,Klickitat,x,"$203,643",75%,7,x,x,
Washington,DR-1152-0003-R,"KLICKITAT COUNTY ELEVATION, RELOCATION, ACQUISITION",KLICKITAT COUNTY,Lyle,x,"$30,378",75%,1,x,x,
Washington,DR-1159-0005-R,MASON COUNTY ACQUISITIONS AND ELEVATIONS,MASON COUNTY,Shelton,,"$98,931",75%,2,x,,
Washington,DR-1159-0006-R,ALPHA DRIVE ACQUISITIONS AND ELEVATIONS,COWLITZ COUNTY,Longview,,"$110,608",75%,2,x,,
Washington,DR-1159-0009-R,SNOQUALMIE ELEVATION,CITY OF SNOQUALMIE,Snoqualmie,x,"$274,968",75%,9,x,,
Washington,DR-1159-0013-R,CENTRALIA ELEVATIONS II,CENTRALIA,Centralia,,"$1,313,397",75%,53,,,
Washington,DR-1252-0002-R,CENTRALIA HOME ELEVATIONS,CENTRALIA,Centralia,,"$170,024",75%,34,,,
Washington,DR-1361-0047-R,Centralia-Home Elevations-Grant 3,Centralia,Centralia,,"$57,218",75%,2,,,
Washington,DR-1499-0002-R,Skagit Co-Skagit River Elevations,Skagit (County),Sedro-Woolley,,"$9,980",75%,1,,,
Washington,DR-1499-0003-R,Snohomish Co 2 home elevations 2004 - Closeout,Snohomish (County),Arlington,,"$53,578",75%,1,,x,
Washington,DR-1499-0003-R,Snohomish Co 2 home elevations 2004 - Closeout,Snohomish (County),Stanwood,,"$53,578",75%,1,,x,
Washington,DR-1682-0010-R,City of Snoqualmie - Elevation Project #1 - Closeout,Snoqualmie,Snoqualmie,x,"$559,217",75%,6,,,
Washington,DR-1682-0011-R,City of Snoqualmie - REV2 - Elevation Project #2 - CLOSEOUT AMENDMENT,Snoqualmie,Snoqualmie,x,"$601,014",75%,7,,,
Washington,DR-1682-0012-R,King Co - North Bend - Shamrock Park Elev/Acq Project CLOSEOUT AMEND,King (County),North Bend,x,"$463,885",75%,4,x,,
Washington,DR-1734-0010-R,City of Snoqualmie DR1734 Home Elevations - Phase 2,Snoqualmie,Snoqualmie,x,"$704,967",75%,10,,,
